COD_MUNICIPIO,NOME_MUNICIPIO,MEDIA_SOMA_NOTA_CH,MEDIA_SOMA_NOTA_CN,MEDIA_SOMA_NOTA_LC,MEDIA_SOMA_NOTA_MT,MEDIA_SOMA_INSE_VALOR_ABSOLUTO
4208104,Itaiópolis,482.47,458.97,499.97,572.0,5.3
4208203,Itajaí,564.67,540.04,564.65,639.58,5.43
4208302,Itapema,559.3,553.09,566.56,615.34,5.51
4208401,Itapiranga,675.35,637.55,614.75,780.05,5.5
4208807,Jaguaruna,421.7,384.0,409.2,654.4,5.49
4208906,Jaraguá do Sul,590.68,578.9,586.05,675.29,5.59
4209003,Joaçaba,555.46,521.09,551.05,626.24,5.52
4209102,Joinville,591.24,562.74,583.71,663.28,5.56
4209300,Lages,571.72,549.99,569.79,633.6,5.41
4209409,Laguna,577.01,534.55,565.92,604.1,5.33
4210100,Mafra,600.53,579.26,582.5,642.32,5.31
4210506,Maravilha,640.2,657.3,664.0,604.3,5.47
4210605,Massaranduba,567.4,529.9,566.5,533.3,5.69
4211306,Navegantes,547.25,505.68,547.81,554.91,5.33
4211702,Orleans,550.87,542.89,542.31,631.89,5.55
4211801,Ouro,557.2,529.3,566.8,603.3,5.45
4211900,Palhoça,564.56,547.76,564.47,617.05,5.4
4212403,Pedras Grandes,484.0,476.3,533.5,402.4,5.43
4212502,Penha,574.3,553.6,566.4,629.4,5.38
4212809,Balneário Piçarras,553.81,543.76,560.41,579.33,5.42
4212908,Pinhalzinho,552.65,507.55,566.5,506.4,5.47
4213203,Pomerode,616.22,616.37,604.87,751.82,5.69
4213500,Porto Belo,564.25,635.3,560.55,744.1,5.32
4213609,Porto União,582.97,549.99,569.88,626.75,5.22
4214805,Rio do Sul,576.37,564.65,580.16,674.25,5.55
4215000,Rio Negrinho,540.58,503.3,556.13,627.08,5.35
4215059,Rio Rufino,487.7,457.4,506.6,462.6,5.1
4215505,Santa Cecília,444.4,419.4,439.0,503.6,5.14
4215703,Santo Amaro da Imperatriz,551.55,524.79,563.7,588.33,5.74
4215802,São Bento do Sul,581.67,541.28,571.55,662.77,5.5
4216206,São Francisco do Sul,520.02,464.72,512.3,515.84,5.41
4216503,São Joaquim,568.7,537.85,567.8,600.92,5.23
4216602,São José,563.94,537.87,561.21,614.66,5.39
4216909,São Lourenço do Oeste,552.8,494.6,497.8,514.5,5.44
4217006,São Ludgero,526.4,501.58,526.43,609.3,5.68
4217204,São Miguel do Oeste,578.73,545.45,576.35,665.57,5.61
4217253,São Pedro de Alcântara,584.4,458.3,532.5,566.0,5.92
4217501,Seara,353.0,499.3,482.5,400.9,5.48
4217600,Siderópolis,550.1,498.9,539.27,591.03,5.4
4217709,Sombrio,597.89,555.23,582.58,637.76,5.38
4218004,Tijucas,576.18,545.59,573.13,656.69,5.43
4218202,Timbó,594.72,583.62,573.08,683.28,5.79
4218301,Três Barras,,,,,5.03
4218707,Tubarão,582.13,556.91,571.33,650.62,5.54
4218905,Urubici,574.23,496.9,550.83,618.43,5.32
4219150,Vargem,509.4,486.1,519.05,522.95,5.28
4219309,Videira,580.14,574.73,593.3,676.69,5.48
4219507,Xanxerê,578.42,536.26,565.4,576.35,5.43
4300406,Alegrete,550.21,541.21,549.56,598.15,5.1
4300604,Alvorada,549.7,525.85,567.9,611.67,5.18
4300703,Anta Gorda,557.36,505.79,553.45,572.59,5.15
4300901,Aratiba,458.6,468.3,508.6,407.9,5.53
4301008,Arroio do Meio,602.1,569.06,582.99,712.98,5.56
4301206,Arroio do Tigre,473.63,452.17,493.34,447.23,5.03
4301305,Arroio Grande,495.5,417.0,408.6,449.1,5.06
4301602,Bagé,547.48,522.6,558.54,579.86,4.98
4302105,Bento Gonçalves,597.51,561.66,584.2,664.58,5.52
4302238,Boa Vista do Incra,505.6,464.6,526.9,556.2,5.34
4302808,Caçapava do Sul,557.15,546.09,570.73,613.93,5.23
4303004,Cachoeira do Sul,619.27,570.56,596.6,697.37,5.14
4303103,Cachoeirinha,575.01,541.13,571.94,657.82,5.36
4303509,Camaquã,568.45,546.4,565.4,700.7,5.12
4303905,Campo Bom,553.95,520.14,566.9,623.21,5.4
4304200,Candelária,580.35,528.31,576.31,627.11,5.07
4304358,Candiota,429.3,414.3,460.1,453.1,5.14
4304408,Canela,587.9,533.85,568.24,640.18,5.34
4304507,Canguçu,490.2,451.7,496.1,594.0,5.1
4304606,Canoas,572.07,541.31,574.69,643.68,5.34
4304630,Capão da Canoa,572.3,521.97,573.79,621.66,5.32
4304705,Carazinho,573.32,545.82,571.87,645.29,5.32
4304804,Carlos Barbosa,587.25,537.63,574.81,646.55,5.73
4305108,Caxias do Sul,592.81,558.13,585.13,661.18,5.48
4305173,Cerro Grande do Sul,463.6,383.3,511.3,447.6,4.76
4305207,Cerro Largo,609.15,572.81,585.7,643.89,5.29
4305355,Charqueadas,528.6,409.1,439.2,373.0,5.51
4306106,Cruz Alta,537.88,506.89,549.14,551.78,5.33
4306601,Dom Pedrito,511.4,509.56,510.67,517.67,5.11
4306767,Eldorado do Sul,563.63,594.25,541.27,664.65,5.22
4306809,Encantado,605.7,548.76,599.22,648.3,5.41
4306932,Entre-Ijuís,509.2,485.0,495.6,539.5,5.21
4307005,Erechim,590.86,571.26,586.27,665.74,5.38
4307609,Estância Velha,507.5,536.93,528.17,541.6,5.44
4307708,Esteio,597.41,549.14,579.42,659.81,5.34
4307807,Estrela,603.68,560.65,579.7,661.3,5.51
4307906,Farroupilha,574.67,533.39,565.49,631.91,5.62
4308508,Frederico Westphalen,565.57,523.78,576.0,604.37,5.46
4308607,Garibaldi,532.82,545.58,553.52,646.52,5.57
4308904,Getúlio Vargas,544.66,464.9,569.56,552.04,5.5
4309100,Gramado,605.13,582.08,600.8,679.9,5.5
4309209,Gravataí,565.24,536.36,566.32,613.6,5.29
4309308,Guaíba,575.45,530.72,579.97,641.38,5.3
4309407,Guaporé,517.2,456.4,543.65,463.2,5.57
4309605,Horizontina,541.64,501.33,554.13,603.88,5.41
4309803,Ibiaçá,463.1,445.9,513.5,559.0,5.43
4310009,Ibirubá,562.93,520.9,570.13,659.73,5.5
4310207,Ijuí,573.96,544.69,556.26,613.88,5.39
4310603,Itaqui,530.75,475.65,535.9,457.08,5.11
4310801,Ivoti,613.6,564.88,598.65,663.2,5.68
4311007,Jaguarão,562.75,445.6,538.3,568.8,5.16
4311205,Júlio de Castilhos,538.5,500.7,520.3,509.3,5.11
4311304,Lagoa Vermelha,566.54,539.39,574.2,688.43,5.33
4311403,Lajeado,606.84,571.88,599.94,717.47,5.39
4311759,Manoel Viana,346.7,428.2,478.3,445.8,5.2
4311809,Marau,552.79,498.73,569.14,551.9,5.53
4312401,Montenegro,562.04,558.16,556.9,632.88,5.35
4312500,Mostardas,517.5,375.2,521.4,481.4,5.1
4312609,Muçum,435.1,423.9,499.2,477.8,5.46
4312658,Não-Me-Toque,566.08,553.98,550.28,617.5,5.39
4312807,Nova Araçá,627.6,606.1,607.3,726.9,5.46
4312955,Nova Boa Vista,491.85,415.05,472.95,469.15,5.57
4313201,Nova Petrópolis,593.4,558.17,578.93,646.79,5.69
4313300,Nova Prata,584.73,566.85,566.15,643.23,5.57
4313375,Nova Santa Rita,529.0,488.5,560.1,567.0,5.31
4313409,Novo Hamburgo,572.39,532.38,566.84,626.09,5.33
4313508,Osório,568.62,530.95,562.68,585.62,5.48
4313656,Palmares do Sul,381.7,371.1,387.25,389.9,5.37
4313706,Palmeira das Missões,507.4,515.32,546.95,592.1,5.2
4313904,Panambi,531.2,535.85,537.7,566.3,5.49
4313953,Pantano Grande,497.2,418.7,576.2,485.6,5.22
4314076,Passo do Sobrado,474.5,440.4,539.1,627.6,5.07
4314100,Passo Fundo,582.27,550.29,579.4,640.78,5.43
4314407,Pelotas,587.3,551.5,578.81,648.71,5.26
4314605,Piratini,426.3,444.5,474.0,392.7,4.96
4314803,Portão,637.24,571.94,602.49,669.31,5.35
4314902,Porto Alegre,600.19,559.21,588.66,666.34,5.16
4315602,Rio Grande,574.0,539.62,562.05,614.58,5.2
4315701,Rio Pardo,561.8,495.06,563.63,578.27,5.18
4315800,Roca Sales,550.3,541.53,593.97,662.93,5.22
4315909,Rodeio Bonito,,,,,5.22
4316105,Ronda Alta,394.6,356.0,425.1,434.5,5.47
4316808,Santa Cruz do Sul,605.15,581.67,595.47,701.89,5.33
4316907,Santa Maria,589.81,559.71,581.66,649.67,5.31
4317103,Sant'Ana do Livramento,570.09,524.81,572.08,626.16,4.99
4317202,Santa Rosa,605.36,572.22,588.79,685.59,5.44
4317301,Santa Vitória do Palmar,444.73,439.03,489.93,483.8,5.04
4317400,Santiago,576.59,539.79,569.29,636.5,5.26
4317509,Santo Ângelo,573.15,537.06,582.63,652.58,5.15
4317558,Santo Antônio do Palma,593.1,627.6,587.5,623.6,5.54
4317608,Santo Antônio da Patrulha,579.84,558.96,591.96,630.4,5.24
4317806,Santo Augusto,635.5,597.1,598.56,644.08,5.17
4318002,São Borja,571.27,498.0,560.77,593.77,5.08
4318101,São Francisco de Assis,448.1,394.6,450.0,438.2,4.84
4318200,São Francisco de Paula,568.8,597.6,591.6,612.9,5.13
4318309,São Gabriel,572.29,521.2,568.55,557.34,5.19
4318440,São Jorge,472.7,472.1,368.2,465.9,5.62
4318705,São Leopoldo,626.6,591.11,604.23,729.17,5.33
4318804,São Lourenço do Sul,370.9,438.3,500.2,478.7,5.27
4318903,São Luiz Gonzaga,570.61,554.27,551.24,631.76,5.09
4319000,São Marcos,596.5,534.1,550.1,559.3,5.67
4319208,São Nicolau,,,,,5.05
4319901,Sapiranga,544.14,500.0,568.92,594.01,5.27
4320008,Sapucaia do Sul,535.79,514.19,546.79,551.01,5.33
4320107,Sarandi,513.2,522.6,543.77,570.3,5.4
4320404,Serafina Corrêa,621.1,661.2,624.8,829.9,5.62
4320552,Sertão Santana,544.3,477.5,531.1,477.8,5.08
4320800,Soledade,528.56,485.5,548.4,562.92,5.3
4320909,Tapejara,554.7,414.1,501.2,378.4,5.48
4321204,Taquara,555.03,529.77,558.44,615.01,5.28
4321303,Taquari,620.3,579.79,612.43,715.28,5.25
4321436,Terra de Areia,547.1,492.3,538.9,538.9,5.33
4321451,Teutônia,596.85,581.78,573.92,666.63,5.54
4321501,Torres,596.93,569.5,595.37,696.58,5.41
4321600,Tramandaí,442.65,472.1,526.6,611.44,5.36
4321808,Três de Maio,605.0,565.02,597.32,668.06,5.38
4321907,Três Passos,622.8,589.87,596.53,684.47,5.39
4322004,Triunfo,551.5,424.2,529.9,469.0,5.3
4322202,Tupanciretã,548.0,543.85,557.65,640.35,5.14
4322400,Uruguaiana,582.34,553.25,587.26,641.36,5.09
4322509,Vacaria,596.14,574.83,598.64,680.64,5.37
4322608,Venâncio Aires,610.47,570.43,581.25,694.62,5.3
4322707,Vera Cruz,569.49,551.57,578.78,667.77,5.2
4322806,Veranópolis,593.38,560.64,581.71,653.2,5.63
4323002,Viamão,570.52,517.2,571.56,584.37,5.21
4323705,Vista Gaúcha,486.5,448.0,478.1,598.9,5.21
4323804,Xangri-lá,445.3,421.0,531.6,458.0,5.31
5000609,Amambai,539.16,487.54,546.8,535.18,4.79
5000856,Angélica,442.6,364.6,524.8,568.5,4.9
5001003,Aparecida do Taboado,520.38,532.3,540.16,580.88,4.91
5001102,Aquidauana,538.34,515.28,555.2,638.0,4.66
5001904,Bataguassu,,,,,5.05
5002100,Bela Vista,562.48,520.06,558.54,577.92,4.66
5002159,Bodoquena,485.65,474.4,488.25,428.8,4.92
5002209,Bonito,495.8,540.4,536.9,547.9,4.87
5002407,Caarapó,532.5,432.8,550.0,582.5,4.81
5002704,Campo Grande,579.28,558.92,574.72,653.9,5.19
5002902,Cassilândia,468.15,484.6,475.75,531.6,5.12
5002951,Chapadão do Sul,553.17,561.41,572.27,644.69,5.12
5003157,Coronel Sapucaia,465.3,495.8,538.6,682.0,4.53
5003207,Corumbá,540.21,508.03,533.51,562.49,4.7
5003256,Costa Rica,516.8,416.7,504.9,376.0,5.03
5003306,Coxim,494.58,525.45,538.63,559.88,4.89
5003454,Deodápolis,359.7,416.4,465.3,405.7,5.05
5003702,Dourados,571.84,555.1,575.84,642.1,5.0
5003751,Eldorado,509.4,530.8,554.6,657.1,5.05
5003801,Fátima do Sul,466.8,430.4,478.8,600.6,5.0
5004106,Guia Lopes da Laguna,422.6,447.5,554.8,421.4,4.9
5004304,Iguatemi,542.8,443.6,550.1,450.7,4.96
5004502,Itaporã,409.5,359.1,433.9,390.0,5.14
5005004,Jardim,536.67,498.37,540.78,558.6,4.92
5005202,Ladário,463.8,521.6,447.5,475.1,4.67
5005400,Maracaju,538.05,524.06,527.68,607.65,5.05
5005608,Miranda,513.68,512.44,503.51,543.47,4.56
5005681,Mundo Novo,552.4,489.63,547.47,477.5,4.99
5005707,Naviraí,545.61,543.04,556.58,632.06,5.03
5005806,Nioaque,369.05,388.2,490.65,460.5,4.62
5006002,Nova Alvorada do Sul,458.9,449.7,543.6,397.9,4.94
5006200,Nova Andradina,559.26,527.56,571.48,571.22,5.11
5006259,Novo Horizonte do Sul,397.1,414.9,489.9,389.3,5.04
5006309,Paranaíba,537.77,533.33,554.04,601.65,4.97
5006606,Ponta Porã,554.35,512.34,550.22,593.75,4.95
5007109,Ribas do Rio Pardo,514.35,365.9,490.6,566.6,4.96
5007208,Rio Brilhante,519.2,495.02,524.7,500.66,4.8
5007554,Santa Rita do Pardo,542.0,357.6,505.2,503.4,4.96
5007695,São Gabriel do Oeste,544.49,542.01,585.15,666.6,5.12
5007901,Sidrolândia,446.45,495.6,451.5,399.7,4.77
5007935,Sonora,510.05,365.5,504.15,452.2,4.91
5008305,Três Lagoas,569.04,544.12,563.45,625.54,5.15
5100201,Água Boa,498.0,520.43,512.76,631.15,5.01
5100250,Alta Floresta,596.22,549.94,572.92,660.49,4.91
5100300,Alto Araguaia,521.1,468.95,541.25,475.2,5.07
5100805,Apiacás,479.6,429.2,436.9,481.4,4.7
5101704,Barra do Bugres,504.7,504.8,504.77,549.87,4.64
5101803,Barra do Garças,570.98,537.39,576.33,624.81,5.04
5101852,Bom Jesus do Araguaia,398.5,373.4,451.6,408.1,4.66
5102504,Cáceres,538.46,509.99,544.19,582.46,4.54
5102637,Campo Novo do Parecis,507.9,463.6,484.7,505.9,5.0
5102678,Campo Verde,560.32,532.51,566.21,586.87,5.06
5102702,Canarana,521.37,538.4,565.13,616.03,4.95
5103007,Chapada dos Guimarães,453.3,460.0,519.7,486.05,4.72
5103056,Cláudia,535.2,439.1,498.8,460.3,4.8
5103205,Colíder,507.07,497.63,493.89,501.79,5.01
5103304,Comodoro,504.1,480.55,533.25,482.35,4.77
5103403,Cuiabá,566.64,536.11,559.18,621.53,4.98
5103502,Diamantino,609.05,570.9,579.8,641.1,4.88
5104104,Guarantã do Norte,623.9,603.1,548.1,578.4,4.89
5104203,Guiratinga,501.1,165.37,516.9,190.07,4.92
5104559,Itaúba,535.7,484.3,553.4,620.8,4.94
5104807,Jaciara,554.26,449.03,542.12,525.87,4.9
5105101,Juara,433.4,421.1,524.1,496.7,4.9
5105150,Juína,561.33,563.3,558.21,633.7,4.76
5105259,Lucas do Rio Verde,577.22,528.58,566.34,656.39,5.04
5105507,Vila Bela da Santíssima Trindade,446.7,447.0,424.7,401.7,4.43
5105606,Matupá,571.3,550.17,564.33,532.33,4.88
5105622,Mirassol d'Oeste,510.05,455.23,532.92,575.6,4.7
5105903,Nobres,479.13,458.2,525.4,641.27,4.81
5106224,Nova Mutum,528.13,498.0,529.7,566.04,5.14
5106232,Nova Olímpia,429.7,413.2,466.2,410.2,4.75
5106422,Peixoto de Azevedo,,,,,4.57
5106505,Poconé,474.2,413.53,498.4,511.03,4.51
5106752,Pontes e Lacerda,539.8,575.8,542.1,655.53,4.86
5106851,Porto Estrela,,,,,4.61
5107040,Primavera do Leste,553.74,556.49,556.21,646.46,5.18
5107305,São José do Rio Claro,550.7,445.0,513.5,617.5,4.98
5107602,Rondonópolis,550.66,534.2,555.66,606.13,5.01
5107875,Sapezal,569.25,593.4,575.9,574.65,4.88
5107909,Sinop,572.28,554.02,558.04,669.89,5.0
5107925,Sorriso,568.23,552.94,562.5,652.15,4.99
5107958,Tangará da Serra,574.47,550.27,567.69,628.3,4.91
5108006,Tapurah,577.5,563.07,565.07,672.13,5.02
5108402,Várzea Grande,536.45,506.28,537.53,580.88,4.86
5108600,Vila Rica,450.2,481.35,516.15,551.7,4.66
5200050,Abadia de Goiás,511.6,396.2,477.4,441.1,4.76
5200100,Abadiânia,517.35,475.62,540.37,583.15,4.87
5200175,Água Fria de Goiás,449.9,,511.2,,4.96
5200258,Águas Lindas de Goiás,525.15,498.48,527.06,534.99,4.88
5200308,Alexânia,468.67,434.2,503.6,463.67,4.96
5200605,Alto Paraíso de Goiás,425.5,435.1,384.6,532.15,4.77
5201108,Anápolis,570.6,568.92,566.15,660.58,5.14
5201405,Aparecida de Goiânia,552.13,532.58,546.89,574.52,4.96
5201801,Aragoiânia,378.1,376.8,556.4,434.2,4.78
5203302,Bela Vista de Goiás,494.48,449.92,490.17,528.76,4.82
5203500,Bom Jesus de Goiás,520.1,503.1,554.2,738.5,5.01
5204300,Caçu,537.95,576.85,546.98,633.23,5.04
5204508,Caldas Novas,520.99,547.35,512.8,607.41,4.98
5205109,Catalão,563.54,540.91,558.18,597.98,5.13
5205406,Ceres,576.26,539.06,571.93,640.28,5.06
5205471,Chapadão do Céu,539.3,557.9,506.4,684.0,5.2
5205497,Cidade Ocidental,535.01,490.31,528.03,510.54,5.02
5205513,Cocalzinho de Goiás,472.1,488.4,525.0,484.1,4.87
5205802,Corumbá de Goiás,614.8,520.8,593.3,557.2,4.78
5206206,Cristalina,570.88,564.95,571.68,606.23,5.0
5206404,Crixás,525.13,500.46,554.34,598.87,4.98
5206503,Cromínia,543.6,484.7,526.0,403.9,5.11
5207253,Doverlândia,457.9,528.0,477.8,425.0,4.96
5207402,Edéia,514.17,506.95,515.03,530.05,5.15
5207808,Firminópolis,559.4,555.4,568.8,620.5,5.15
5208004,Formosa,553.63,521.34,554.22,584.21,4.87
5208400,Goianápolis,435.6,467.5,460.3,420.6,5.07
5208608,Goianésia,547.5,507.99,547.06,585.66,5.01
5208707,Goiânia,594.46,576.36,582.79,667.96,5.07
5208806,Goianira,494.8,384.0,484.0,460.5,4.93
5208905,Goiás,582.96,537.8,573.7,660.14,4.87
5209101,Goiatuba,518.82,499.97,533.74,602.06,5.11
5209705,Hidrolândia,470.9,425.8,420.1,606.3,5.09
5209952,Indiara,400.1,380.0,454.1,519.0,4.81
5210000,Inhumas,562.87,544.88,558.12,629.12,5.03
5210109,Ipameri,623.58,598.88,614.03,699.08,5.13
5210208,Iporá,479.46,505.31,481.76,573.9,5.16
5210406,Itaberaí,561.8,540.88,542.38,610.16,4.92
5210901,Itapaci,576.35,572.45,576.95,669.4,4.66
5211206,Itapuranga,568.28,524.8,551.5,577.68,4.99
5211305,Itarumã,516.8,,521.5,,5.12
5211404,Itauçu,393.3,385.3,502.5,506.4,4.94
5211503,Itumbiara,563.29,538.34,551.74,611.86,5.13
5211800,Jaraguá,532.27,504.15,528.35,549.36,4.89
5211909,Jataí,559.44,556.7,554.33,622.06,5.06
5212006,Jaupaci,483.2,401.1,506.2,411.3,5.05
5212303,Leopoldo de Bulhões,,,,,4.86
5212501,Luziânia,549.99,531.36,555.83,568.07,4.95
5213087,Minaçu,590.21,572.0,576.36,659.17,4.85
5213103,Mineiros,556.2,543.66,565.89,620.98,4.98
5213806,Morrinhos,503.75,544.1,463.95,475.7,5.11
5213905,Mossâmedes,533.1,523.4,543.1,491.9,4.98
5214002,Mozarlândia,507.6,453.2,532.1,487.2,5.01
5214507,Nerópolis,444.7,379.3,409.7,364.3,4.94
5214606,Niquelândia,515.37,501.68,543.28,573.03,4.85
5214861,Nova Glória,495.4,477.1,516.6,458.2,4.94
5215231,Novo Gama,500.4,477.44,527.99,543.29,4.79
5215306,Orizona,551.57,508.5,525.1,479.0,4.93
5215603,Padre Bernardo,,,,,4.74
5215702,Palmeiras de Goiás,436.34,470.72,479.88,420.5,4.86
5216809,Petrolina de Goiás,506.4,414.2,506.6,479.3,4.98
5217104,Piracanjuba,507.53,504.09,537.73,585.36,5.05
5217401,Pires do Rio,536.06,507.96,525.5,558.74,5.01
5217609,Planaltina,527.99,517.79,537.87,561.5,4.86
5217708,Pontalina,585.9,542.87,553.43,562.93,5.11
5218003,Porangatu,518.6,520.21,529.13,591.34,4.79
5218300,Posse,557.24,503.32,542.16,603.47,4.69
5218508,Quirinópolis,574.09,569.49,586.4,610.67,5.06
5218805,Rio Verde,586.43,560.92,575.99,637.19,5.06
5219001,Sanclerlândia,,,,,5.17
5219308,Santa Helena de Goiás,515.11,486.65,543.94,534.34,4.88
5219357,Santa Isabel,500.8,424.7,471.2,484.3,4.7
5219738,Santo Antônio de Goiás,434.6,446.3,491.2,473.6,4.94
5219753,Santo Antônio do Descoberto,521.33,506.54,537.41,534.3,4.84
5220108,São Luís de Montes Belos,491.89,478.53,521.09,514.81,5.04
5220207,São Miguel do Araguaia,469.8,512.1,517.4,583.2,4.77
5220264,São Miguel do Passa Quatro,520.7,493.3,464.4,549.2,5.1
5220454,Senador Canedo,512.76,453.62,527.47,527.59,4.89
5220603,Silvânia,516.53,495.46,518.82,576.76,5.04
5221403,Trindade,550.01,513.64,532.95,567.82,4.93
5221601,Uruaçu,551.78,514.14,546.71,598.17,4.93
5221858,Valparaíso de Goiás,529.6,510.27,545.63,541.91,5.03
5300108,Brasília,584.25,558.86,578.93,639.7,5.25
