COD_MUNICIPIO,NOME_MUNICIPIO,MEDIA_SOMA_NOTA_CH,MEDIA_SOMA_NOTA_CN,MEDIA_SOMA_NOTA_LC,MEDIA_SOMA_NOTA_MT,MEDIA_SOMA_INSE_VALOR_ABSOLUTO
1100015,Alta Floresta D'Oeste,489.95,464.95,502.67,498.91,4.68
1100023,Ariquemes,491.67,462.62,508.97,508.61,4.71
1100031,Cabixi,465.71,439.29,468.57,463.3,4.8
1100049,Cacoal,491.42,468.98,506.97,518.92,4.74
1100056,Cerejeiras,474.88,460.27,493.05,486.63,4.87
1100064,Colorado do Oeste,493.63,469.45,502.36,526.0,4.91
1100072,Corumbiara,470.49,445.22,459.98,465.31,4.56
1100080,Costa Marques,454.73,427.5,471.7,477.98,4.73
1100098,Espigão D'Oeste,488.19,460.41,492.33,501.04,4.67
1100106,Guajará-Mirim,475.51,447.88,489.83,480.78,4.65
1100114,Jaru,473.71,445.46,493.33,480.05,4.63
1100122,Ji-Paraná,488.9,466.28,507.15,513.31,4.77
1100130,Machadinho D'Oeste,485.37,469.85,497.59,500.15,4.48
1100148,Nova Brasilândia D'Oeste,487.02,450.64,494.98,503.56,4.54
1100155,Ouro Preto do Oeste,484.21,449.19,497.4,488.34,4.72
1100189,Pimenta Bueno,472.38,455.11,491.58,490.7,4.82
1100205,Porto Velho,490.28,459.76,507.61,504.04,4.79
1100254,Presidente Médici,470.35,450.17,486.72,487.77,4.65
1100262,Rio Crespo,480.75,447.09,490.98,485.75,4.78
1100288,Rolim de Moura,490.56,468.34,505.21,511.6,4.8
1100296,Santa Luzia D'Oeste,497.0,453.21,506.17,478.33,4.7
1100304,Vilhena,494.13,466.87,513.05,518.5,4.92
1100320,São Miguel do Guaporé,480.1,461.3,490.57,492.38,4.53
1100338,Nova Mamoré,458.85,421.88,468.7,469.06,4.65
1100346,Alvorada D'Oeste,478.74,443.59,495.21,479.7,4.64
1100379,Alto Alegre dos Parecis,475.42,433.76,493.02,461.55,4.5
1100403,Alto Paraíso,459.5,426.3,484.53,480.06,4.52
1100452,Buritis,469.43,445.44,488.07,470.54,4.62
1100502,Novo Horizonte do Oeste,466.35,474.67,498.95,503.97,4.65
1100601,Cacaulândia,492.95,477.78,494.04,480.77,4.65
1100700,Campo Novo de Rondônia,468.4,456.34,483.78,477.23,4.66
1100809,Candeias do Jamari,452.64,439.46,483.93,480.49,4.61
1100908,Castanheiras,469.39,422.54,488.41,470.69,4.47
1100924,Chupinguaia,457.87,421.95,477.0,441.61,4.64
1100940,Cujubim,461.56,437.33,484.64,468.25,4.49
1101005,Governador Jorge Teixeira,460.86,430.66,473.57,471.71,4.51
1101104,Itapuã do Oeste,458.6,425.27,475.55,471.51,4.43
1101203,Ministro Andreazza,462.33,450.91,479.44,495.21,4.62
1101302,Mirante da Serra,464.13,454.42,483.25,494.61,4.54
1101401,Monte Negro,501.96,431.24,512.64,478.02,4.65
1101435,Nova União,493.36,447.8,515.5,491.72,4.64
1101450,Parecis,487.52,458.5,481.22,504.31,4.73
1101468,Pimenteiras do Oeste,441.64,435.36,465.8,485.51,4.7
1101476,Primavera de Rondônia,474.73,466.46,492.53,460.74,4.76
1101484,São Felipe D'Oeste,469.44,454.29,489.04,487.51,4.71
1101492,São Francisco do Guaporé,468.53,450.76,492.65,501.66,4.63
1101500,Seringueiras,461.62,439.65,473.29,488.61,4.55
1101559,Teixeirópolis,461.88,454.16,493.99,476.9,4.5
1101609,Theobroma,467.68,454.22,486.79,458.22,4.45
1101708,Urupá,497.74,448.44,503.15,505.14,4.66
1101757,Vale do Anari,450.24,441.3,478.12,486.71,4.46
1101807,Vale do Paraíso,479.17,449.59,501.58,476.04,4.47
1200013,Acrelândia,476.34,430.23,480.82,468.77,4.49
1200054,Assis Brasil,455.79,413.91,482.47,484.39,4.3
1200104,Brasiléia,482.67,442.62,502.24,480.36,4.53
1200138,Bujari,465.62,434.63,482.75,466.51,4.3
1200179,Capixaba,459.75,432.06,475.05,467.07,4.16
1200203,Cruzeiro do Sul,484.07,451.21,499.61,491.24,4.23
1200252,Epitaciolândia,468.81,468.8,497.52,496.0,4.56
1200302,Feijó,479.9,442.89,491.05,476.19,4.02
1200328,Jordão,469.08,423.41,476.14,468.34,4.06
1200336,Mâncio Lima,449.59,419.27,463.96,451.6,4.23
1200344,Manoel Urbano,478.12,434.81,490.57,475.76,4.22
1200351,Marechal Thaumaturgo,452.39,430.7,455.43,455.28,3.55
1200385,Plácido de Castro,450.14,441.76,483.81,495.71,4.35
1200393,Porto Walter,472.42,428.71,459.33,441.09,3.83
1200401,Rio Branco,488.36,460.65,506.82,498.8,4.61
1200427,Rodrigues Alves,453.96,431.92,471.28,478.67,4.01
1200435,Santa Rosa do Purus,478.1,455.02,518.06,435.54,3.99
1200450,Senador Guiomard,453.94,435.41,477.84,476.58,4.37
1200500,Sena Madureira,479.05,452.71,500.28,482.18,4.31
1200609,Tarauacá,446.93,439.65,469.58,463.05,4.12
1200708,Xapuri,491.66,495.78,509.29,519.12,4.28
1200807,Porto Acre,460.57,430.41,475.72,460.23,4.29
1300029,Alvarães,452.36,437.53,477.31,456.91,3.94
1300060,Amaturá,432.8,410.02,449.04,434.68,3.68
1300086,Anamã,462.69,411.56,475.85,446.45,4.07
1300102,Anori,453.95,429.11,481.48,477.84,4.1
1300144,Apuí,472.4,439.98,476.82,470.68,4.33
1300201,Atalaia do Norte,428.68,409.63,447.74,457.8,4.13
1300300,Autazes,444.15,427.06,463.84,455.22,4.01
1300409,Barcelos,464.26,432.62,489.0,482.94,4.1
1300508,Barreirinha,454.18,416.1,459.04,443.89,3.76
1300607,Benjamin Constant,429.61,414.24,434.96,440.12,3.97
1300631,Beruri,431.99,412.99,453.02,460.07,3.82
1300680,Boa Vista do Ramos,441.98,417.53,462.79,436.73,3.96
1300706,Boca do Acre,451.65,427.37,476.74,462.28,4.2
1300805,Borba,436.01,415.48,448.83,458.49,3.93
1300839,Caapiranga,454.34,452.91,482.83,470.5,4.05
1300904,Canutama,456.94,443.73,483.39,467.3,4.1
1301001,Carauari,444.68,422.8,459.22,457.87,4.01
1301100,Careiro,444.92,422.43,469.35,451.38,4.17
1301159,Careiro da Várzea,450.91,420.03,478.46,464.57,4.12
1301209,Coari,459.86,439.16,480.84,456.85,4.0
1301308,Codajás,446.02,430.14,468.35,460.15,4.06
1301407,Eirunepé,478.06,440.21,482.48,487.01,3.93
1301506,Envira,451.02,435.72,481.45,469.66,4.04
1301605,Fonte Boa,447.57,436.15,461.12,454.59,4.22
1301654,Guajará,477.1,423.46,486.17,462.84,3.93
1301704,Humaitá,461.33,435.64,480.23,458.57,4.22
1301803,Ipixuna,425.69,419.13,463.3,465.32,3.75
1301852,Iranduba,459.54,429.7,475.5,452.03,4.4
1301902,Itacoatiara,459.12,432.9,476.71,468.97,4.21
1301951,Itamarati,427.12,421.63,452.43,462.38,4.23
1302009,Itapiranga,467.35,428.52,479.49,466.24,4.29
1302108,Japurá,457.85,406.55,445.04,440.95,3.94
1302207,Juruá,452.3,419.15,463.65,457.57,3.77
1302306,Jutaí,457.56,415.02,471.2,437.44,3.76
1302405,Lábrea,459.41,433.45,478.24,470.67,4.12
1302504,Manacapuru,469.24,438.26,486.16,473.99,4.21
1302553,Manaquiri,436.84,416.7,457.2,448.65,3.92
1302603,Manaus,486.37,454.77,506.12,492.94,4.73
1302702,Manicoré,454.76,427.68,480.45,469.23,4.06
1302801,Maraã,425.84,409.73,455.39,445.41,3.78
1302900,Maués,467.96,444.04,487.48,475.21,3.98
1303007,Nhamundá,447.91,418.59,457.63,448.01,3.81
1303106,Nova Olinda do Norte,450.79,422.9,461.75,458.64,3.86
1303205,Novo Airão,459.23,423.28,472.79,482.53,4.36
1303304,Novo Aripuanã,447.05,420.72,466.52,451.54,3.94
1303403,Parintins,461.41,437.84,478.97,466.57,4.15
1303502,Pauini,439.08,409.6,457.43,441.78,4.17
1303536,Presidente Figueiredo,452.7,446.18,482.61,468.41,4.52
1303569,Rio Preto da Eva,457.38,417.62,481.28,440.04,4.38
1303601,Santa Isabel do Rio Negro,464.03,421.95,482.14,451.17,3.66
1303700,Santo Antônio do Içá,438.26,409.58,460.94,452.58,4.03
1303809,São Gabriel da Cachoeira,460.58,426.58,473.75,466.62,3.73
1303908,São Paulo de Olivença,443.16,418.48,458.24,449.89,3.91
1303957,São Sebastião do Uatumã,431.21,415.61,442.14,443.17,3.99
1304005,Silves,436.16,414.23,463.04,456.72,3.81
1304062,Tabatinga,463.3,443.02,485.03,466.75,3.94
1304104,Tapauá,449.01,445.62,491.26,477.16,4.12
1304203,Tefé,470.67,447.36,490.95,472.32,4.1
1304237,Tonantins,425.17,404.29,435.29,441.02,3.92
1304260,Uarini,436.17,397.05,457.37,429.35,3.63
1304302,Urucará,444.48,420.73,456.72,452.27,4.01
1304401,Urucurituba,443.84,406.82,462.55,447.35,3.95
1400027,Amajari,444.4,439.67,452.14,458.57,3.99
1400050,Alto Alegre,455.05,432.26,463.62,468.67,4.18
1400100,Boa Vista,497.06,468.53,509.91,509.16,4.81
1400159,Bonfim,442.57,454.0,433.8,450.2,3.84
1400175,Cantá,481.14,408.59,492.12,465.72,4.13
1400209,Caracaraí,471.15,439.2,487.43,451.76,4.37
1400233,Caroebe,464.01,437.62,466.63,481.14,4.38
1400282,Iracema,495.52,451.28,532.43,504.67,4.44
1400308,Mucajaí,449.46,425.44,474.54,457.27,4.31
1400407,Normandia,480.08,462.78,514.93,497.73,3.59
1400456,Pacaraima,496.65,422.26,507.24,544.85,4.23
1400472,Rorainópolis,486.65,438.16,495.13,474.84,4.3
1400506,São João da Baliza,456.94,432.68,503.62,484.88,4.46
1400605,São Luiz,454.15,438.05,430.4,471.45,4.4
1400704,Uiramutã,,,,,3.47
1500107,Abaetetuba,474.43,449.47,485.95,477.03,4.04
1500131,Abel Figueiredo,448.99,421.48,464.57,432.71,4.1
1500206,Acará,463.44,431.89,463.28,453.94,3.86
1500305,Afuá,449.46,420.19,476.53,464.97,3.74
1500347,Água Azul do Norte,435.18,435.36,463.06,450.93,4.34
1500404,Alenquer,457.06,427.56,464.85,468.59,3.89
1500503,Almeirim,468.73,441.52,482.11,472.36,4.15
1500602,Altamira,476.92,450.31,496.35,492.86,4.5
1500701,Anajás,435.12,410.17,454.52,460.59,3.64
1500800,Ananindeua,491.95,464.03,502.64,493.38,4.39
1500859,Anapu,443.39,431.37,475.85,453.44,4.17
1500909,Augusto Corrêa,463.33,431.11,471.94,459.96,3.57
1500958,Aurora do Pará,439.18,430.3,447.57,450.65,3.86
1501006,Aveiro,448.05,427.87,462.56,431.75,4.06
1501105,Bagre,430.2,413.41,453.78,449.44,3.59
1501204,Baião,452.31,423.86,457.84,462.08,3.96
1501253,Bannach,435.93,451.71,469.14,463.13,4.34
1501303,Barcarena,477.56,446.67,488.49,466.88,4.26
1501402,Belém,504.61,475.28,513.86,509.63,4.39
1501451,Belterra,451.57,440.5,471.62,466.24,4.13
1501501,Benevides,481.09,455.9,491.61,486.64,4.18
1501576,Bom Jesus do Tocantins,484.83,438.04,487.2,459.56,4.23
1501600,Bonito,460.39,425.02,459.16,462.19,3.96
1501709,Bragança,476.78,444.9,483.78,477.35,3.83
1501725,Brasil Novo,483.75,454.24,494.44,475.29,4.37
1501758,Brejo Grande do Araguaia,451.97,410.49,466.69,449.0,4.1
1501782,Breu Branco,449.54,423.78,476.41,457.96,4.19
1501808,Breves,469.7,442.5,480.6,472.02,3.89
1501907,Bujaru,458.61,430.0,459.52,451.27,3.9
1501956,Cachoeira do Piriá,458.53,432.08,471.52,436.15,3.77
1502004,Cachoeira do Arari,443.07,426.03,459.68,458.19,3.88
1502103,Cametá,464.59,439.61,471.07,471.31,3.84
1502152,Canaã dos Carajás,500.1,477.25,512.43,516.43,4.52
1502202,Capanema,478.98,443.96,489.22,468.48,4.04
1502301,Capitão Poço,469.68,439.0,469.61,463.53,3.9
1502400,Castanhal,499.68,472.11,508.38,503.81,4.23
1502509,Chaves,443.52,417.85,446.78,452.56,3.6
1502608,Colares,454.31,429.53,463.84,460.8,3.79
1502707,Conceição do Araguaia,476.87,447.29,487.68,480.71,4.3
1502756,Concórdia do Pará,445.62,416.37,456.89,444.84,3.8
1502764,Cumaru do Norte,447.88,427.79,470.33,484.25,4.35
1502772,Curionópolis,468.83,430.65,475.87,474.73,4.4
1502806,Curralinho,440.2,414.9,450.05,458.47,3.49
1502855,Curuá,448.83,428.23,448.24,428.5,3.8
1502905,Curuçá,460.72,432.36,479.49,464.15,3.95
1502939,Dom Eliseu,473.97,445.35,485.72,470.29,4.25
1502954,Eldorado do Carajás,460.67,436.68,471.61,469.63,4.2
1503002,Faro,462.39,441.23,464.97,474.38,4.01
1503044,Floresta do Araguaia,431.11,426.87,454.91,460.96,4.14
1503077,Garrafão do Norte,458.41,443.1,473.8,463.64,3.65
1503093,Goianésia do Pará,459.47,419.97,468.77,451.26,4.19
1503101,Gurupá,460.61,439.9,461.05,473.03,3.85
1503200,Igarapé-Açu,474.89,446.76,482.13,468.64,3.95
1503309,Igarapé-Miri,452.28,422.07,465.21,455.14,3.96
1503408,Inhangapi,439.65,413.8,466.82,466.05,3.96
1503457,Ipixuna do Pará,462.23,434.22,467.74,469.32,3.85
1503507,Irituia,460.14,432.29,471.47,461.98,3.94
1503606,Itaituba,492.83,458.05,505.21,498.13,4.36
1503705,Itupiranga,441.48,429.47,457.69,457.74,4.18
1503754,Jacareacanga,433.64,427.31,462.78,426.81,4.27
1503804,Jacundá,468.95,435.34,482.39,474.41,4.11
1503903,Juruti,473.69,440.07,475.13,482.41,3.78
1504000,Limoeiro do Ajuru,439.3,427.0,455.0,444.11,3.83
1504059,Mãe do Rio,467.48,445.29,480.93,468.11,4.03
1504109,Magalhães Barata,457.11,418.61,450.34,482.67,3.91
1504208,Marabá,479.6,454.74,493.13,492.17,4.33
1504307,Maracanã,442.97,432.63,454.22,449.46,3.84
1504406,Marapanim,452.73,440.08,481.19,458.07,3.97
1504422,Marituba,473.08,442.71,486.28,467.49,4.25
1504455,Medicilândia,450.15,429.32,474.64,473.37,4.18
1504505,Melgaço,444.16,414.4,449.72,439.89,3.43
1504604,Mocajuba,451.83,423.71,462.85,448.68,3.96
1504703,Moju,448.39,433.37,465.93,449.99,3.91
1504752,Mojuí dos Campos,470.81,443.04,476.88,438.4,4.05
1504802,Monte Alegre,457.89,432.75,464.49,461.71,3.96
1504901,Muaná,455.13,428.35,471.86,462.72,3.7
1504950,Nova Esperança do Piriá,454.16,425.18,470.87,457.49,3.9
1504976,Nova Ipixuna,479.63,443.5,490.73,492.02,4.07
1505007,Nova Timboteua,476.89,441.82,472.12,480.76,3.91
1505031,Novo Progresso,471.27,453.9,494.4,497.79,4.61
1505064,Novo Repartimento,458.31,434.03,479.69,468.19,4.17
1505106,Óbidos,465.11,437.79,472.85,472.69,3.8
1505205,Oeiras do Pará,450.04,434.44,466.89,456.67,3.61
1505304,Oriximiná,474.55,446.55,483.38,471.04,3.88
1505403,Ourém,461.49,433.17,473.12,460.0,3.99
1505437,Ourilândia do Norte,482.91,464.79,508.09,505.88,4.4
1505486,Pacajá,463.11,447.06,476.14,465.29,4.19
1505494,Palestina do Pará,447.52,415.45,438.2,440.78,4.18
1505502,Paragominas,483.63,456.31,497.64,485.87,4.29
1505536,Parauapebas,479.39,452.47,496.18,488.25,4.48
1505551,Pau D'Arco,447.79,418.72,472.93,474.16,4.25
1505601,Peixe-Boi,461.25,419.9,477.82,446.89,3.79
1505635,Piçarra,440.79,427.37,455.23,458.64,4.29
1505650,Placas,460.02,439.81,477.86,446.5,4.23
1505700,Ponta de Pedras,470.42,445.81,484.47,467.7,3.94
1505809,Portel,446.27,422.38,457.18,465.82,3.69
1505908,Porto de Moz,457.66,439.31,469.12,467.94,3.64
1506005,Prainha,426.7,415.98,442.39,433.36,3.73
1506104,Primavera,458.25,424.38,467.42,455.86,4.06
1506112,Quatipuru,445.27,428.11,468.53,463.97,3.86
1506138,Redenção,471.82,446.98,490.11,481.73,4.44
1506161,Rio Maria,451.33,420.58,476.32,453.34,4.36
1506187,Rondon do Pará,467.9,432.83,480.23,493.23,4.35
1506195,Rurópolis,449.61,431.88,468.11,484.26,4.29
1506203,Salinópolis,472.65,440.04,479.55,465.84,3.87
1506302,Salvaterra,465.77,442.58,476.86,458.99,4.13
1506351,Santa Bárbara do Pará,460.79,427.13,467.62,450.26,4.21
1506401,Santa Cruz do Arari,436.64,417.78,452.99,469.63,3.89
1506500,Santa Izabel do Pará,479.98,445.36,484.56,476.35,4.09
1506559,Santa Luzia do Pará,450.24,429.82,465.12,447.7,3.83
1506583,Santa Maria das Barreiras,455.81,422.48,485.59,460.64,4.35
1506609,Santa Maria do Pará,483.0,452.24,496.15,472.32,4.09
1506708,Santana do Araguaia,452.06,434.18,470.03,459.75,4.31
1506807,Santarém,489.08,455.07,498.83,490.91,4.09
1506906,Santarém Novo,464.43,450.17,471.78,458.19,3.83
1507003,Santo Antônio do Tauá,457.88,432.15,473.61,457.38,4.03
1507102,São Caetano de Odivelas,457.3,411.82,445.54,433.13,3.88
1507151,São Domingos do Araguaia,459.81,448.83,473.0,475.44,4.17
1507201,São Domingos do Capim,454.3,429.7,456.12,436.99,3.72
1507300,São Félix do Xingu,440.7,427.49,470.87,463.92,4.29
1507409,São Francisco do Pará,448.11,433.09,488.28,455.14,3.94
1507458,São Geraldo do Araguaia,447.34,431.45,466.65,467.99,4.44
1507466,São João da Ponta,457.48,430.04,460.98,437.6,3.89
1507474,São João de Pirabas,465.0,440.09,478.19,467.01,3.79
1507508,São João do Araguaia,444.0,423.0,466.0,460.25,4.04
1507607,São Miguel do Guamá,478.58,450.32,486.52,480.84,3.88
1507706,São Sebastião da Boa Vista,443.94,430.96,458.31,450.6,3.82
1507755,Sapucaia,429.72,416.57,456.75,447.87,4.29
1507805,Senador José Porfírio,449.84,412.05,466.8,448.94,3.93
1507904,Soure,445.52,429.45,460.69,454.39,4.07
1507953,Tailândia,463.27,442.03,479.74,470.88,4.08
1507961,Terra Alta,472.63,435.59,487.27,465.74,4.04
1507979,Terra Santa,453.01,431.6,468.02,455.59,4.14
1508001,Tomé-Açu,462.6,438.95,475.66,461.73,3.99
1508035,Tracuateua,462.07,427.88,458.76,461.03,3.63
1508050,Trairão,442.87,453.12,473.05,483.12,4.42
1508084,Tucumã,466.41,455.15,488.71,471.4,4.43
1508100,Tucuruí,482.1,458.28,498.78,495.66,4.33
1508126,Ulianópolis,460.99,435.75,483.66,466.79,4.23
1508159,Uruará,463.06,443.76,481.55,481.98,4.24
1508209,Vigia,474.7,447.43,488.04,475.29,4.05
1508308,Viseu,461.41,429.62,468.37,444.8,3.68
1508357,Vitória do Xingu,453.57,435.82,458.23,469.23,4.27
1508407,Xinguara,458.09,443.98,478.46,471.45,4.35
1600055,Serra do Navio,449.51,430.08,463.78,445.68,4.44
1600105,Amapá,440.57,420.72,435.32,449.62,4.26
1600154,Pedra Branca do Amapari,456.95,417.41,454.7,451.93,4.35
1600204,Calçoene,469.54,423.67,456.1,448.43,4.28
1600212,Cutias,436.0,401.99,443.74,454.23,4.17
1600238,Ferreira Gomes,420.45,424.11,439.0,448.6,4.46
1600253,Itaubal,460.78,426.52,463.04,449.19,3.91
1600279,Laranjal do Jari,468.73,448.68,489.74,482.57,4.36
1600303,Macapá,483.13,450.65,498.37,480.83,4.63
1600402,Mazagão,423.68,411.64,446.38,435.93,4.26
1600501,Oiapoque,447.22,420.19,463.02,451.39,4.04
1600535,Porto Grande,471.68,447.86,487.21,477.36,4.41
1600550,Pracuúba,441.1,405.18,453.51,424.24,4.25
1600600,Santana,473.38,443.93,486.32,477.73,4.52
1600709,Tartarugalzinho,443.16,412.72,451.29,458.13,4.05
1600808,Vitória do Jari,460.44,437.75,473.98,462.92,4.19
1700251,Abreulândia,451.16,436.26,476.14,464.79,4.52
1700301,Aguiarnópolis,454.42,441.87,481.39,481.04,4.25
1700350,Aliança do Tocantins,464.62,436.27,475.41,471.37,4.54
1700400,Almas,424.62,435.61,459.24,453.81,4.6
1700707,Alvorada,473.21,438.3,494.24,468.16,4.88
1701002,Ananás,456.95,411.18,480.6,475.66,4.4
1701051,Angico,445.54,408.58,466.61,455.0,4.3
1701101,Aparecida do Rio Negro,452.99,445.28,476.77,474.76,4.48
1701309,Aragominas,444.3,440.63,470.58,461.11,4.35
1701903,Araguacema,453.64,428.76,463.27,445.59,4.37
1702000,Araguaçu,467.82,463.36,497.33,486.25,4.74
1702109,Araguaína,494.19,468.92,511.66,512.69,4.65
1702158,Araguanã,478.45,440.23,468.98,485.29,4.29
1702208,Araguatins,490.3,463.94,504.54,500.45,4.26
1702307,Arapoema,443.13,426.39,452.39,445.53,4.62
1702406,Arraias,448.55,420.22,462.36,446.79,4.41
1702554,Augustinópolis,456.83,438.45,479.83,474.49,4.38
1702703,Aurora do Tocantins,483.02,417.25,479.71,490.93,4.46
1702901,Axixá do Tocantins,423.67,426.66,461.83,482.61,4.2
1703008,Babaçulândia,425.68,430.13,450.33,456.25,4.34
1703057,Bandeirantes do Tocantins,440.68,405.32,445.51,446.74,4.43
1703073,Barra do Ouro,446.77,431.14,470.34,462.86,4.19
1703107,Barrolândia,443.11,451.2,477.38,509.33,4.58
1703206,Bernardo Sayão,437.6,420.77,460.72,449.81,4.57
1703305,Bom Jesus do Tocantins,457.86,432.4,486.33,443.55,4.36
1703602,Brasilândia do Tocantins,447.86,451.82,507.0,473.71,4.51
1703701,Brejinho de Nazaré,451.67,449.46,477.62,462.02,4.47
1703800,Buriti do Tocantins,417.66,411.62,442.63,460.06,4.14
1703826,Cachoeirinha,430.76,418.36,470.85,427.24,4.35
1703842,Campos Lindos,454.37,441.81,476.61,479.69,4.01
1703867,Cariri do Tocantins,488.1,464.05,486.92,463.13,4.68
1703883,Carmolândia,448.55,419.32,461.29,473.34,4.54
1703891,Carrasco Bonito,475.47,444.87,490.29,464.69,3.97
1703909,Caseara,443.42,404.46,438.5,407.08,4.54
1704105,Centenário,438.12,403.15,434.11,437.71,4.12
1705102,Chapada da Natividade,446.61,431.08,460.01,458.67,4.49
1705508,Colinas do Tocantins,499.24,478.71,514.58,512.29,4.52
1705557,Combinado,478.34,436.08,501.77,475.54,4.56
1705607,Conceição do Tocantins,464.86,430.43,479.22,500.96,4.19
1706001,Couto Magalhães,456.99,447.33,490.87,462.61,4.37
1706100,Cristalândia,488.29,441.44,490.91,496.1,4.51
1706258,Crixás do Tocantins,475.08,429.83,501.47,481.2,4.71
1706506,Darcinópolis,421.19,423.65,462.39,447.51,4.37
1707009,Dianópolis,468.86,452.96,488.41,481.28,4.62
1707108,Divinópolis do Tocantins,465.04,431.26,483.94,465.9,4.48
1707207,Dois Irmãos do Tocantins,452.89,430.11,469.82,456.91,4.39
1707306,Dueré,444.51,410.73,483.4,453.96,4.44
1707405,Esperantina,474.8,453.8,479.27,496.03,4.16
1707553,Fátima,455.04,428.05,487.81,443.2,4.53
1707652,Figueirópolis,452.77,439.29,478.86,454.04,4.71
1707702,Filadélfia,438.17,412.03,449.94,461.97,4.23
1708205,Formoso do Araguaia,473.73,461.95,489.19,490.5,4.54
1708254,Fortaleza do Tabocão,478.62,423.77,504.38,481.27,4.58
1708304,Goianorte,454.65,445.79,485.53,470.37,4.34
1709005,Goiatins,437.72,414.87,442.25,474.95,4.02
1709302,Guaraí,468.98,448.57,495.96,479.04,4.67
1709500,Gurupi,503.31,476.08,517.51,521.67,4.79
1709807,Ipueiras,403.46,408.28,416.94,445.16,4.42
1710508,Itacajá,469.81,438.28,476.99,475.23,4.63
1710706,Itaguatins,478.76,434.65,480.68,476.44,4.09
1710904,Itapiratins,429.38,407.92,462.23,456.42,4.32
1711100,Itaporã do Tocantins,424.84,413.5,478.1,451.38,4.45
1711506,Jaú do Tocantins,480.38,456.81,490.22,463.35,4.59
1711803,Juarina,428.54,406.78,441.36,425.55,4.36
1711902,Lagoa da Confusão,450.01,435.61,473.82,467.83,4.59
1711951,Lagoa do Tocantins,453.54,423.06,464.11,450.43,4.03
1712009,Lajeado,509.86,440.08,514.11,519.04,4.58
1712157,Lavandeira,397.83,380.2,427.5,432.82,4.31
1712405,Lizarda,456.5,413.96,465.94,463.09,3.9
1712454,Luzinópolis,431.02,417.79,471.06,479.24,4.53
1712504,Marianópolis do Tocantins,430.85,421.4,461.44,448.98,4.45
1712702,Mateiros,411.9,430.1,476.8,437.3,4.18
1712801,Maurilândia do Tocantins,478.75,429.14,442.35,483.64,4.18
1713205,Miracema do Tocantins,468.64,446.64,499.86,495.2,4.57
1713304,Miranorte,468.58,438.0,497.26,465.66,4.63
1713601,Monte do Carmo,469.61,420.85,464.64,473.98,4.28
1713809,Palmeiras do Tocantins,449.67,431.26,489.01,468.94,4.31
1713957,Muricilândia,436.76,437.85,468.81,435.42,4.4
1714203,Natividade,444.58,424.78,477.47,455.78,4.47
1714302,Nazaré,424.46,415.14,455.1,447.2,4.35
1714880,Nova Olinda,448.41,427.83,475.13,451.04,4.44
1715002,Nova Rosalândia,444.02,418.48,482.51,447.36,4.68
1715101,Novo Acordo,459.24,424.81,477.84,456.14,4.4
1715150,Novo Alegre,466.86,453.0,503.28,505.85,4.72
1715259,Novo Jardim,475.82,433.4,498.28,456.93,4.48
1715507,Oliveira de Fátima,326.37,415.26,361.36,424.4,4.44
1715705,Palmeirante,424.66,406.61,403.23,475.76,4.18
1715754,Palmeirópolis,498.97,462.54,506.53,493.84,4.64
1716109,Paraíso do Tocantins,485.13,459.6,508.26,515.92,4.68
1716208,Paranã,440.98,427.02,461.38,439.75,4.42
1716307,Pau D'Arco,481.56,429.97,493.21,515.01,4.42
1716505,Pedro Afonso,464.53,441.36,488.95,493.97,4.65
1716604,Peixe,433.15,434.64,462.4,467.64,4.56
1716653,Pequizeiro,442.68,412.23,470.12,419.71,4.39
1716703,Colméia,457.72,422.29,484.79,466.89,4.42
1717008,Pindorama do Tocantins,452.32,447.03,481.39,478.58,4.23
1717206,Piraquê,447.81,424.83,469.78,438.16,4.47
1717503,Pium,409.93,390.33,416.36,425.56,4.5
1717800,Ponte Alta do Bom Jesus,466.8,423.94,481.75,481.49,4.26
1717909,Ponte Alta do Tocantins,449.18,425.54,453.9,464.04,4.35
1718006,Porto Alegre do Tocantins,425.06,425.59,449.45,453.3,4.3
1718204,Porto Nacional,479.22,446.05,492.92,488.35,4.63
1718303,Praia Norte,462.09,408.86,469.01,442.23,4.2
1718402,Presidente Kennedy,427.32,416.11,445.48,447.02,4.45
1718451,Pugmil,477.99,436.45,484.85,453.73,4.34
1718501,Recursolândia,427.62,391.92,442.92,443.47,3.95
1718550,Riachinho,448.37,409.62,461.61,462.64,4.22
1718659,Rio da Conceição,499.87,445.34,480.53,482.7,4.34
1718709,Rio dos Bois,427.72,394.92,461.08,396.76,4.21
1718758,Rio Sono,440.68,443.91,481.57,455.19,4.01
1718808,Sampaio,468.99,434.78,485.6,458.59,4.23
1718840,Sandolândia,440.64,413.15,474.04,464.75,4.73
1718865,Santa Fé do Araguaia,443.51,439.32,469.55,478.24,4.41
1718881,Santa Maria do Tocantins,465.35,403.26,476.44,457.56,4.13
1718899,Santa Rita do Tocantins,473.44,470.57,501.97,526.86,4.51
1718907,Santa Rosa do Tocantins,433.01,403.51,447.86,458.26,4.26
1719004,Santa Tereza do Tocantins,418.2,404.7,443.61,459.16,4.3
1720002,Santa Terezinha do Tocantins,421.53,406.03,475.57,442.63,4.18
1720101,São Bento do Tocantins,465.0,427.9,471.3,425.9,4.11
1720150,São Félix do Tocantins,482.01,443.95,482.91,476.75,4.27
1720200,São Miguel do Tocantins,448.66,446.19,453.41,494.04,4.28
