COD_MUNICIPIO,NOME_MUNICIPIO,MEDIA_SOMA_NOTA_CH,MEDIA_SOMA_NOTA_CN,MEDIA_SOMA_NOTA_LC,MEDIA_SOMA_NOTA_MT,MEDIA_SOMA_INSE_VALOR_ABSOLUTO
2314102,Viçosa do Ceará,448.85,440.01,444.07,471.13,4.09
2414902,Viçosa,400.53,424.7,432.5,443.18,4.79
2709400,Viçosa,494.13,461.52,472.46,489.67,4.28
3171303,Viçosa,580.02,558.9,550.8,638.94,4.96
1508357,Vitória do Xingu,450.97,430.61,436.19,450.73,4.44
2112902,Vitória do Mearim,471.52,456.19,459.62,466.79,4.19
1600808,Vitória do Jari,446.94,453.52,422.14,460.84,4.2
2616407,Vitória de Santo Antão,493.84,474.95,483.7,518.12,4.4
4323754,Vitória das Missões,491.05,453.8,495.2,508.65,5.13
2933307,Vitória da Conquista,522.36,489.78,507.33,545.33,4.71
3556958,Vitória Brasil,562.9,461.6,490.4,538.85,5.16
3205309,Vitória,553.55,530.5,533.03,591.74,5.06
2113009,Vitorino Freire,462.77,460.84,453.72,481.73,4.2
4128708,Vitorino,463.64,448.67,437.56,488.92,5.28
4219358,Vitor Meireles,508.63,495.45,459.3,473.83,5.39
2505501,Vista Serrana,419.29,453.14,426.41,484.73,4.16
4323705,Vista Gaúcha,452.9,443.23,433.5,431.03,5.27
4323606,Vista Alegre do Prata,517.65,455.07,466.08,521.6,5.55
3556909,Vista Alegre do Alto,490.95,479.1,491.48,541.02,4.96
4323507,Vista Alegre,493.67,453.03,490.93,507.73,5.29
1508308,Viseu,455.75,428.4,401.59,452.66,3.69
3172004,Visconde do Rio Branco,517.22,503.59,510.62,557.85,5.01
4128658,Virmond,558.06,522.98,513.71,534.89,5.09
3171709,Virgínia,521.03,521.4,548.1,581.8,5.04
3171907,Virgolândia,448.84,437.45,460.22,481.86,4.38
3171808,Virginópolis,551.76,449.78,523.82,529.18,4.68
3171600,Virgem da Lapa,512.59,470.59,479.43,520.78,4.46
3556800,Viradouro,519.12,514.71,504.72,592.84,5.15
3556701,Vinhedo,543.9,509.69,527.6,581.75,5.62
1100304,Vilhena,519.05,488.89,500.68,534.32,5.07
3205200,Vila Velha,536.3,513.41,518.52,566.01,5.07
3205176,Vila Valério,512.46,493.6,489.53,511.56,4.85
5108600,Vila Rica,489.79,456.81,458.92,479.83,4.87
5222302,Vila Propício,417.39,432.06,428.82,460.82,4.93
3205150,Vila Pavão,524.58,498.3,495.68,553.98,4.8
2112852,Vila Nova dos Martírios,442.57,447.95,450.38,439.4,4.35
4323457,Vila Nova do Sul,497.39,480.51,466.73,491.94,5.03
2211605,Vila Nova do Piauí,468.93,436.77,442.07,484.53,4.25
4323408,Vila Maria,506.73,478.79,492.35,547.68,5.56
4323358,Vila Lângaro,504.57,539.7,476.87,545.5,5.58
4323309,Vila Flores,500.91,532.94,478.44,537.63,5.81
2415008,Vila Flor,484.75,546.5,421.1,448.4,4.22
5222203,Vila Boa,443.03,431.65,426.49,445.03,4.56
5105507,Vila Bela da Santíssima Trindade,442.49,432.41,439.24,466.69,4.68
1508209,Vigia,471.84,449.39,444.68,478.4,4.18
2517209,Vieirópolis,434.32,460.25,430.89,476.72,4.31
3171402,Vieiras,426.48,450.05,483.02,527.98,4.78
4219309,Videira,537.78,512.76,516.73,564.98,5.53
4219200,Vidal Ramos,510.05,497.87,476.4,506.86,5.67
2616308,Vicência,451.89,443.39,437.75,460.82,4.18
4323200,Victor Graeff,533.85,498.85,533.93,586.87,5.68
5222054,Vicentinópolis,464.38,450.29,457.59,504.09,5.05
5008404,Vicentina,489.42,441.19,448.6,489.96,4.93
4323101,Vicente Dutra,458.29,430.27,492.83,479.0,4.72
5222005,Vianópolis,479.92,449.95,473.01,516.19,5.12
2112803,Viana,458.61,454.78,457.62,481.2,4.14
3205101,Viana,499.23,491.52,487.31,540.58,4.93
4323002,Viamão,522.55,492.92,509.03,534.17,5.29
4322905,Viadutos,444.62,438.68,427.76,458.15,5.36
4322855,Vespasiano Corrêa,,,,,5.83
3171204,Vespasiano,507.75,481.82,498.52,530.62,5.13
3171105,Veríssimo,451.65,450.1,460.15,425.5,4.9
4128609,Verê,487.27,470.33,475.66,502.34,5.31
2616209,Vertentes,485.48,483.98,478.43,560.9,4.49
2616183,Vertente do Lério,451.36,454.2,454.57,492.15,4.41
3171154,Vermelho Novo,489.22,450.77,486.79,546.38,4.66
3171071,Veredinha,587.28,484.98,495.65,547.38,4.67
2933257,Vereda,393.08,476.1,450.7,465.33,4.6
3171030,Verdelândia,428.71,444.47,427.56,471.23,4.38
2616100,Verdejante,463.33,468.59,456.18,469.61,4.38
4322806,Veranópolis,550.62,523.01,525.81,580.2,5.6
2211506,Vera Mendes,466.98,419.28,440.65,431.1,4.27
4128559,Vera Cruz do Oeste,453.07,433.52,464.34,467.43,5.25
2414803,Vera Cruz,480.27,462.28,463.86,507.99,4.41
2933208,Vera Cruz,472.66,459.43,458.69,471.86,4.49
3556602,Vera Cruz,480.83,475.49,468.26,505.59,5.34
4322707,Vera Cruz,550.88,522.34,538.91,584.76,5.28
5108501,Vera,550.76,524.38,524.2,583.48,5.07
4322608,Venâncio Aires,541.1,505.95,526.79,575.95,5.32
2616001,Venturosa,471.55,462.39,448.06,519.35,4.38
4128534,Ventania,456.55,438.03,454.78,474.54,5.08
2414753,Venha-Ver,501.9,465.2,498.6,530.2,4.44
3205069,Venda Nova do Imigrante,542.14,533.9,524.51,591.68,5.31
3171006,Vazante,520.33,493.0,510.62,546.81,5.22
3306206,Vassouras,513.91,492.06,504.02,532.68,4.88
2933174,Varzedo,510.33,477.5,464.12,482.23,4.38
3306156,Varre-Sai,507.55,466.38,501.88,489.43,4.7
3170750,Varjão de Minas,422.95,445.74,452.09,514.38,5.03
5221908,Varjão,483.77,426.95,451.27,422.95,5.13
2313955,Varjota,460.61,436.69,440.3,469.73,4.24
3170701,Varginha,558.26,522.63,540.78,598.79,5.31
4219101,Vargeão,497.36,457.24,486.92,472.6,5.32
3556404,Vargem Grande do Sul,516.41,490.58,495.0,534.77,5.33
3170651,Vargem Grande do Rio Pardo,485.11,451.96,465.3,452.2,4.64
3556453,Vargem Grande Paulista,529.59,514.12,518.29,554.03,5.34
2112704,Vargem Grande,449.09,436.76,439.3,465.23,3.75
3170602,Vargem Bonita,570.18,497.05,522.97,544.18,5.18
4219176,Vargem Bonita,532.38,488.38,522.15,513.5,5.36
3205036,Vargem Alta,514.22,488.11,494.12,564.32,4.77
3170578,Vargem Alegre,492.05,459.92,504.08,515.2,4.78
3556354,Vargem,496.05,465.06,491.22,459.42,5.3
4219150,Vargem,472.07,466.23,531.1,470.37,5.27
4322558,Vanini,483.8,445.0,497.9,600.7,5.46
5221858,Valparaíso de Goiás,491.52,463.81,483.61,503.2,5.09
3556305,Valparaíso,523.15,500.53,513.03,567.71,5.17
3556206,Valinhos,579.69,555.37,555.89,636.34,5.5
2211308,Valença do Piauí,501.45,465.36,489.79,524.47,4.51
2932903,Valença,519.26,485.42,501.81,525.64,4.38
3306107,Valença,526.13,498.28,507.84,553.96,4.99
3556107,Valentim Gentil,477.78,476.03,490.12,503.1,5.29
2933000,Valente,497.68,481.37,483.1,519.05,4.65
4322533,Vale do Sol,531.89,493.12,496.18,542.67,5.08
1101807,Vale do Paraíso,521.62,485.5,504.16,500.25,4.66
1101757,Vale do Anari,513.41,463.75,461.02,509.34,4.38
5108352,Vale de São Domingos,466.93,485.53,442.4,459.9,5.19
4322525,Vale Verde,493.19,462.57,475.88,461.88,5.06
4322541,Vale Real,548.35,491.35,477.17,543.48,5.71
4322509,Vacaria,531.67,502.46,519.17,564.02,5.43
2932804,Utinga,475.65,472.28,483.41,501.84,4.35
3555802,Urânia,499.25,514.73,531.98,547.63,5.31
2211209,Uruçuí,473.25,444.11,446.43,467.26,4.52
2932705,Uruçuca,498.87,459.7,484.01,481.23,4.35
5221809,Urutaí,526.46,501.82,507.81,539.31,5.18
4219002,Urussanga,531.74,506.81,510.47,552.66,5.6
3556008,Urupês,497.46,477.34,491.49,532.38,5.34
1101708,Urupá,469.73,435.57,463.72,488.58,4.74
4218954,Urupema,432.88,415.47,375.73,456.47,5.15
2313906,Uruoca,452.9,434.3,438.37,458.05,4.15
4322400,Uruguaiana,501.42,467.67,494.66,526.59,5.13
3170503,Urucânia,477.08,409.93,401.07,437.6,4.76
1304401,Urucurituba,438.84,430.24,421.22,436.59,3.93
3170529,Urucuia,481.97,397.65,489.03,509.85,4.26
1304302,Urucará,443.46,420.92,408.76,433.13,4.02
2313807,Uruburetama,461.69,445.74,458.92,475.96,4.02
4218905,Urubici,560.7,526.33,514.8,551.74,5.36
5221601,Uruaçu,502.96,472.72,493.84,518.11,4.99
1508159,Uruará,498.03,469.12,460.95,500.96,4.39
3170479,Uruana de Minas,461.35,423.8,497.7,417.5,4.72
5221700,Uruana,440.52,447.49,434.89,484.22,5.01
3555901,Uru,492.95,481.65,509.45,570.25,5.38
2112605,Urbano Santos,493.57,466.0,448.57,476.8,3.77
4128401,Uraí,489.37,456.78,478.58,502.95,5.19
2932606,Urandi,465.37,464.27,469.37,470.4,4.6
2414605,Upanema,482.11,477.02,473.46,529.46,4.61
2709301,União dos Palmares,481.71,464.14,466.44,493.5,4.18
5108303,União do Sul,500.17,508.64,469.1,519.79,4.79
4218855,União do Oeste,501.64,538.83,450.62,533.65,5.43
3170438,União de Minas,515.13,528.6,492.0,538.7,4.93
4128203,União da Vitória,532.35,505.45,510.72,551.78,5.23
4322350,União da Serra,565.18,542.4,512.34,598.08,5.55
3555703,União Paulista,,,,,5.16
2211100,União,458.12,446.26,434.58,473.9,4.0
4322376,Unistalda,499.66,458.21,467.56,502.01,4.97
4128302,Uniflor,429.15,434.74,444.82,483.08,5.15
3170404,Unaí,513.4,487.5,502.74,535.44,4.97
2932507,Una,463.43,456.62,469.5,452.24,4.29
4128104,Umuarama,540.3,514.22,521.53,566.25,5.37
2313757,Umirim,433.73,416.39,429.6,446.69,4.07
2517001,Umbuzeiro,467.39,437.95,438.89,458.04,4.02
3170305,Umburatiba,469.6,473.0,427.4,440.4,4.31
2932457,Umburanas,438.93,425.25,406.52,442.5,4.48
2807600,Umbaúba,497.71,484.34,483.11,511.33,4.27
2414506,Umarizal,487.22,480.11,481.95,500.24,4.47
2313708,Umari,460.19,428.41,448.55,479.81,4.22
1508126,Ulianópolis,476.81,453.55,452.87,498.67,4.4
2516904,Uiraúna,465.82,464.12,456.75,460.41,4.41
5221577,Uirapuru,435.18,430.28,486.65,514.27,4.86
1400704,Uiramutã,,,,,3.5
2932408,Uibaí,457.67,459.51,420.88,501.75,4.28
3555604,Uchoa,523.51,495.28,493.68,556.32,5.43
3169901,Ubá,558.19,524.93,530.26,596.5,5.13
4322343,Ubiretama,517.45,485.24,498.77,519.83,5.3
4128005,Ubiratã,503.51,475.89,494.05,539.77,5.32
3555505,Ubirajara,543.85,516.6,516.85,573.3,5.06
3170206,Uberlândia,546.36,511.69,526.39,575.02,5.34
3170107,Uberaba,546.17,519.16,528.95,578.88,5.2
2932101,Ubaíra,451.49,439.13,439.06,453.43,4.49
2932309,Ubatã,442.46,421.64,428.39,460.54,4.38
3555406,Ubatuba,534.5,500.52,519.85,559.02,4.96
3555356,Ubarana,542.9,484.9,499.35,543.3,5.05
3170057,Ubaporanga,481.54,475.46,480.33,479.15,4.78
2313609,Ubajara,472.2,456.31,463.82,492.24,4.36
2932200,Ubaitaba,476.76,441.77,452.03,435.36,4.35
2932002,Uauá,486.91,465.16,458.68,488.51,4.48
1304260,Uarini,438.87,398.62,413.47,438.54,3.72
2112506,Tutóia,467.94,467.14,452.46,486.62,3.81
5221502,Turvânia,419.28,418.37,414.47,436.88,5.08
3169802,Turvolândia,450.67,433.17,488.63,524.73,5.03
4127965,Turvo,511.57,472.13,480.21,502.08,4.87
4218806,Turvo,500.33,487.41,498.66,524.88,5.41
5221551,Turvelândia,452.82,418.56,407.21,454.79,5.11
4322327,Turuçu,513.57,443.64,505.49,544.6,5.21
2313559,Tururu,434.69,423.54,426.22,446.37,4.06
3169703,Turmalina,512.69,499.27,507.95,541.04,4.88
3555307,Turmalina,473.3,442.6,488.45,513.6,5.31
3555208,Turiúba,467.54,445.37,442.41,467.49,5.21
2112456,Turilândia,457.4,418.93,429.42,422.9,4.03
2112407,Turiaçu,415.79,417.78,407.85,429.45,3.75
4127957,Tupãssi,486.13,442.77,484.06,486.95,5.23
3555000,Tupã,536.9,507.41,519.61,577.47,5.39
1721307,Tupiratins,447.17,414.23,458.4,452.37,4.37
1721257,Tupirama,491.33,424.0,390.47,430.6,4.69
3555109,Tupi Paulista,532.89,540.51,508.49,606.23,5.44
2615904,Tuparetama,477.7,476.76,477.36,507.02,4.62
4322301,Tuparendi,531.31,481.37,487.08,513.56,5.53
4322251,Tupandi,502.93,432.48,453.32,539.06,5.75
4322202,Tupanciretã,480.74,461.73,470.47,495.31,5.16
4322186,Tupanci do Sul,574.33,498.33,566.67,623.2,5.38
2615805,Tupanatinga,453.83,441.62,454.44,457.46,4.09
3169604,Tupaciguara,478.68,462.53,465.78,492.36,5.11
4218756,Tunápolis,553.01,537.38,538.58,597.3,5.58
2112308,Tuntum,449.61,438.81,431.36,465.42,4.15
4127908,Tuneiras do Oeste,467.06,462.56,457.05,485.02,5.09
4127882,Tunas do Paraná,492.2,456.13,454.95,489.17,4.68
4322152,Tunas,526.07,436.4,523.83,450.2,4.86
3169505,Tumiritinga,520.57,491.27,497.81,499.07,4.78
3554953,Tuiuti,541.23,465.07,498.53,536.43,5.22
2112274,Tufilândia,468.06,441.96,431.84,407.42,4.04
1508100,Tucuruí,496.0,471.58,479.17,516.92,4.44
4322103,Tucunduva,546.69,544.11,517.07,597.13,5.49
1508084,Tucumã,469.1,474.25,460.31,486.35,4.61
2931905,Tucano,513.19,490.28,496.58,536.16,4.41
4218707,Tubarão,539.19,511.98,521.89,559.13,5.58
4321808,Três de Maio,550.24,532.35,536.17,604.11,5.45
3306008,Três Rios,532.18,501.42,520.45,557.08,4.94
5221304,Três Ranchos,481.12,406.48,480.78,506.56,5.25
3169406,Três Pontas,515.62,491.62,502.31,541.13,5.11
4321907,Três Passos,525.68,499.44,516.06,558.64,5.27
4321857,Três Palmeiras,458.9,470.65,454.77,519.7,5.23
3169356,Três Marias,486.54,474.52,490.77,521.67,5.02
5008305,Três Lagoas,528.0,494.21,513.39,540.57,5.2
3554904,Três Fronteiras,520.9,526.05,470.8,537.75,5.55
4321832,Três Forquilhas,453.15,418.55,501.5,563.6,5.28
4321709,Três Coroas,545.14,481.74,490.54,516.39,5.34
3169307,Três Corações,545.2,516.99,536.46,587.07,5.09
4321667,Três Cachoeiras,480.72,478.25,485.1,521.18,5.62
4127858,Três Barras do Paraná,469.05,435.47,459.88,455.39,5.14
4218301,Três Barras,477.93,473.51,448.61,501.7,5.28
4321634,Três Arroios,496.71,494.41,468.01,560.0,5.69
4218608,Trombudo Central,488.4,451.53,474.3,442.63,5.45
5221452,Trombas,430.83,442.29,432.5,444.33,4.94
2112233,Trizidela do Vale,452.58,449.17,460.26,469.02,4.36
2414456,Triunfo Potiguar,431.4,426.94,449.55,447.32,4.22
2516805,Triunfo,456.02,445.31,471.87,522.64,4.44
2615706,Triunfo,475.14,459.06,471.08,497.43,4.46
4322004,Triunfo,474.5,471.36,467.13,514.99,5.37
4321956,Trindade do Sul,507.66,463.68,479.48,512.68,5.14
2615607,Trindade,459.21,449.41,447.06,498.57,4.31
5221403,Trindade,494.49,471.78,479.49,512.56,4.99
4218400,Treze de Maio,570.36,530.24,517.27,537.4,5.4
4218509,Treze Tílias,528.8,530.39,521.61,585.94,5.71
4218350,Treviso,481.78,447.71,472.84,467.19,5.82
3554805,Tremembé,507.88,492.78,511.32,540.74,5.19
2931806,Tremedal,422.24,452.84,429.01,477.86,4.35
4321626,Travesseiro,488.73,452.83,508.88,553.5,5.58
4321600,Tramandaí,513.85,492.69,512.88,520.48,5.36
3305901,Trajano de Moraes,481.67,460.7,458.08,506.54,4.94
1508050,Trairão,480.01,471.25,457.6,492.8,4.52
2313500,Trairi,454.02,443.35,448.31,476.62,4.19
2709202,Traipu,466.29,433.47,441.47,477.68,3.91
2615508,Tracunhaém,463.62,440.7,439.91,468.94,4.39
1508035,Tracuateua,445.03,427.61,418.79,451.62,3.71
3554755,Trabiju,502.93,440.15,482.48,528.73,4.93
2414407,Touros,459.42,463.16,456.33,467.45,4.36
3554706,Torrinha,539.2,513.65,529.69,610.55,5.5
4321501,Torres,531.73,499.07,516.74,536.31,5.5
3554656,Torre de Pedra,482.56,503.24,494.86,527.36,5.28
4321493,Toropi,502.94,475.01,495.64,518.08,5.2
5108204,Torixoréu,434.39,442.74,445.99,441.0,5.07
2615409,Toritama,479.93,443.63,473.85,502.41,4.44
1304237,Tonantins,423.41,407.81,407.27,429.34,3.73
1508001,Tomé-Açu,457.33,448.63,442.17,480.27,4.02
3169208,Tombos,453.34,455.18,462.35,504.94,4.83
4127809,Tomazina,535.56,487.89,511.4,526.23,5.08
2807501,Tomar do Geru,484.57,440.92,470.86,451.58,4.0
3169109,Toledo,505.04,456.71,440.74,566.36,5.22
4127700,Toledo,532.08,514.08,515.27,565.19,5.46
3169059,Tocos do Moji,537.29,503.55,500.66,607.79,5.24
1721109,Tocantínia,401.84,417.03,364.92,419.09,4.51
1721208,Tocantinópolis,464.78,433.56,444.53,463.58,4.62
3169000,Tocantins,501.24,500.16,504.01,535.31,5.14
2807402,Tobias Barreto,502.04,484.56,492.5,532.14,4.19
3168903,Tiros,530.83,460.03,474.89,529.63,5.27
4321477,Tiradentes do Sul,516.66,499.88,491.12,495.68,5.27
4321469,Tio Hugo,505.34,475.58,473.24,498.39,5.49
3168705,Timóteo,562.9,539.72,538.63,605.66,5.16
2112209,Timon,479.95,455.59,469.82,489.79,4.38
4218251,Timbó Grande,478.84,432.75,462.67,504.44,4.92
4218202,Timbó,544.83,531.41,523.57,593.4,5.76
4218103,Timbé do Sul,465.53,433.07,474.92,492.98,5.57
3554607,Timburi,527.22,451.92,513.86,531.47,5.21
2112100,Timbiras,456.11,451.42,441.91,463.78,3.99
2414308,Timbaúba dos Batistas,,,,,4.49
2615300,Timbaúba,502.14,471.58,485.43,522.2,4.33
4127601,Tijucas do Sul,498.23,478.5,505.7,509.53,5.25
4218004,Tijucas,537.6,510.74,514.53,552.16,5.37
4217956,Tigrinhos,578.98,568.93,527.76,606.18,5.25
3554508,Tietê,537.91,517.34,522.74,577.25,5.39
2414209,Tibau do Sul,430.56,440.99,457.47,455.4,4.43
2411056,Tibau,317.23,431.28,308.39,474.32,4.83
4127502,Tibagi,465.49,474.58,457.01,508.65,5.1
2313401,Tianguá,469.07,449.06,460.82,484.03,4.32
1101609,Theobroma,479.05,479.3,463.62,496.42,4.63
3168606,Teófilo Otoni,527.12,498.77,511.93,567.45,4.64
4321451,Teutônia,566.29,534.87,547.02,586.84,5.53
5108105,Tesouro,462.4,445.43,463.55,423.53,4.91
4321436,Terra de Areia,519.62,524.34,503.42,546.2,5.42
1507979,Terra Santa,507.28,439.41,447.05,473.08,4.3
3554409,Terra Roxa,427.38,416.23,465.95,515.93,5.37
4127403,Terra Roxa,501.23,488.27,489.07,531.03,5.2
4127304,Terra Rica,496.25,489.22,480.02,506.32,5.19
5108055,Terra Nova do Norte,473.33,467.6,453.21,489.02,5.06
2615201,Terra Nova,449.66,388.12,444.81,443.36,4.24
2931707,Terra Nova,467.04,433.34,450.85,442.88,4.42
4127205,Terra Boa,500.42,460.56,495.11,484.89,5.24
1507961,Terra Alta,472.28,440.34,438.32,440.89,3.93
5221197,Terezópolis de Goiás,480.3,435.89,450.26,503.94,4.9
2615102,Terezinha,443.23,396.0,425.03,490.85,4.15
3305802,Teresópolis,537.25,503.79,526.13,566.18,5.05
5221080,Teresina de Goiás,428.84,409.47,420.67,446.08,4.17
2211001,Teresina,532.8,508.1,515.12,566.15,4.52
5008008,Terenos,490.06,439.0,458.6,476.05,4.98
2709152,Teotônio Vilela,477.48,475.77,484.07,516.71,4.5
2931608,Teolândia,481.09,412.31,443.69,467.63,4.34
2931509,Teofilândia,580.12,541.44,558.66,628.5,4.27
2931400,Teodoro Sampaio,452.25,436.6,410.7,433.4,4.42
3554300,Teodoro Sampaio,488.6,467.44,483.58,536.21,5.19
2516755,Tenório,462.22,448.38,431.8,492.54,4.41
4321402,Tenente Portela,491.32,475.25,481.63,542.93,5.13
2414159,Tenente Laurentino Cruz,462.78,469.67,440.39,507.17,4.68
2414100,Tenente Ananias,438.71,442.99,433.06,460.76,4.63
4127106,Telêmaco Borba,529.19,498.98,514.71,537.31,5.26
2807303,Telha,452.71,453.84,409.61,480.51,4.39
2313351,Tejuçuoca,458.99,447.15,452.91,470.83,4.06
3554201,Tejupá,502.96,459.73,482.96,505.13,4.98
1101559,Teixeirópolis,477.61,439.54,442.66,456.47,4.9
2931350,Teixeira de Freitas,519.81,484.29,502.13,539.39,4.77
4127007,Teixeira Soares,547.48,482.8,527.6,514.89,5.18
2516706,Teixeira,505.39,457.97,480.03,490.15,4.41
1304203,Tefé,454.75,438.5,440.85,469.81,3.97
2516607,Tavares,508.53,467.14,476.93,525.72,4.19
4321352,Tavares,469.13,427.84,468.73,480.06,5.25
2313302,Tauá,486.92,460.56,480.66,507.06,4.41
3554102,Taubaté,561.11,524.6,541.17,590.86,5.39
3554003,Tatuí,529.11,501.38,515.99,561.08,5.27
2112001,Tasso Fragoso,440.11,441.13,442.59,458.7,4.21
3553955,Tarumã,453.2,457.66,460.56,500.81,5.36
3168408,Tarumirim,461.78,441.75,431.21,489.26,4.69
1600709,Tartarugalzinho,446.11,415.26,449.25,476.53,4.11
2313252,Tarrafas,417.92,434.68,419.16,474.91,4.19
1200609,Tarauacá,468.45,446.12,458.5,482.88,4.12
3553906,Tarabai,517.24,479.45,508.44,535.73,5.25
4321329,Taquaruçu do Sul,507.57,507.63,449.87,474.75,5.52
5007976,Taquarussu,463.86,462.76,460.35,497.08,4.93
3553856,Taquarivaí,500.69,482.12,482.19,499.68,5.01
3553807,Taquarituba,524.58,514.65,516.88,559.46,5.1
2615003,Taquaritinga do Norte,474.37,474.73,467.1,471.46,4.46
3553708,Taquaritinga,514.32,493.36,513.49,552.73,5.34
4321303,Taquari,501.12,472.13,493.74,507.2,5.28
3168309,Taquaraçu de Minas,482.8,438.07,406.57,460.73,5.01
2709103,Taquarana,489.52,451.73,465.61,504.76,4.25
5221007,Taquaral de Goiás,487.07,464.78,474.0,520.36,4.98
3553658,Taquaral,,,,,5.21
4321204,Taquara,558.96,516.96,542.5,585.36,5.24
5108006,Tapurah,454.55,467.04,454.69,488.74,5.0
3168200,Tapiraí,556.8,425.0,576.8,597.9,4.96
3553500,Tapiraí,400.97,443.7,425.8,553.6,4.95
3553609,Tapiratiba,537.05,500.58,519.18,563.08,5.31
